Event Type,Location,Region,Country,Latitude,Longitude,Date,Time UTC,Details,Deaths,Source Link
severe wind,Chaouia-Ouardigha,Nouaseur,Morocco,33.37,7.59,09-02-2024,10:30,"based on information from:  a report on a website, a report by a weather service wind speed: 26.3 m/s Weather station recorded a peak wind gust of 26.3 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?lang=en&ind=60156&decoded=yes&ndays=2&ano=2024&mes=02&day=10&hora=00 Reference: Ogimet.com, date of access: 14 MAR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Tanger-Tétouan,Tetouan,Morocco,35.59,5.32,09-02-2024,10:30,"based on information from:  a report on a website, a report by a weather service, photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage wind speed: 35 m/s Impacts: Road(s) impassable or closed, Car(s) damaged (unspecified), Tree(s) uprooted or snapped Weather station recorded a peak wind gust of 35 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?lang=en&ind=60318&decoded=yes&ndays=2&ano=2024&mes=02&day=10&hora=12 https://twitter.com/Climateextreme9/status/1755906828288893377 Reference: Ogimet.com, date of access: 14 MAR 2024.  climate extreme التطرف المناخي (on X), 09 FEB 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Meknès-Tafilalet,Midelt,Morocco,32.68,4.74,09-02-2024,10:30,"based on information from:  a report on a website, a report by a weather service wind speed: 31.9 m/s Weather station recorded a peak wind gust of 31.9 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60195&lang=en&decoded=yes&ndays=2&ano=2024&mes=02&day=10&hora=03 Reference: Ogimet.com, date of access: 14 MAR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Fès-Boulemane,Fès,Morocco,33.93,4.98,09-02-2024,07:30,"based on information from:  a report on a website, a report by a weather service wind speed: 25.2 m/s Weather station recorded a peak wind gust of 25.2 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?lang=en&ind=60141&decoded=yes&ndays=2&ano=2024&mes=02&day=10&hora=00 Reference: Ogimet.com, date of access: 14 MAR 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Rabat-Salé-Zemmour-Zaër,Rabat,Morocco,34.06,6.82,09-02-2024,07:30,"based on information from:  a report on a website, a report by a weather service wind speed: 25.2 m/s Weather station recorded a peak wind gust of 25.2 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?lang=en&ind=60135&decoded=yes&ndays=2&ano=2024&mes=02&day=10&hora=00 Reference: Ogimet.com, date of access: 14 MAR 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Meknès-Tafilalet,Midelt,Morocco,32.68,4.74,31-03-2024,13:30,"based on information from:  a report on a website, a report by a weather service wind speed: 25.2 m/s Weather station recorded a peak wind gust of 25.2 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60195&lang=en&decoded=yes&ndays=2&ano=2024&mes=04&day=01&hora=05 Reference: Ogimet.com, date of access: 05 APR 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Tanger-Tétouan,Tetouan,Morocco,35.59,5.33,31-03-2024,04:30,"based on information from:  a report on a website, a report by a weather service wind speed: 29.3 m/s Weather station recorded a peak wind gust of 29.3 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60318&lang=en&decoded=yes&ndays=2&ano=2024&mes=03&day=31&hora=17 Reference: Ogimet.com, date of access: 05 APR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Fès-Boulemane,Fès,Morocco,34.05,4.98,30-03-2024,16:00,"based on information from:  a report on a website, an eyewitness report of the damage, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor https://www.facebook.com/permalink.php?story_fbid=pfbid02bL84K6mmmymAair8Ys2NpWeY3qJsqMmtty1LReyZkSAd95WRFMCUb17Xuy3PMwJGl&id=100044398000641 Reference: witness photo report. Facebook, 31 MAR 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",0,#map_div
heavy rain,Fès-Boulemane,Fès - Oued Al-Jawahir,Morocco,34.04,5.06,30-03-2024,16:00,"based on information from:  photograph(s) and/or video footage of the inflicted damage, a newspaper report Number of people dead: 1 . 6-yr-old boy was swept away and killed by flash floods https://24saa.ma/%D8%A8%D8%B3%D8%A8%D8%A8-%D8%A7%D9%84%D8%B3%D9%8A%D9%88%D9%84-%D8%A7%D9%84%D8%AC%D8%A7%D8%B1%D9%81%D8%A9-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D9%84-%D8%AC%D8%AB%D8%A9-%D8%B7%D9%81%D9%84-%D8%BA%D8%B1%D9%82/ Reference: 24saa.ma, 01 APR 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",1,#map_div
heavy rain,Fès-Boulemane,Aït Khalifa,Morocco,33.68,4.80,30-03-2024,14:30,"based on information from:  an eyewitness report of the damage, photograph(s) and/or video footage of the inflicted damage, a newspaper report Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed https://www.hespress.com/%D8%A7%D9%84%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%D9%82%D8%B7%D8%B9-%D8%B7%D8%B1%D9%8A%D9%82%D8%A7-%D8%A8%D9%8A%D9%86-%D8%AA%D8%A7%D9%88%D9%86%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D8%AD%D8%B3-1342805.html Reference: HESPRESS, 04 APR 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",0,#map_div
heavy rain,Tanger-Tétouan,Saherat el Ket,Morocco,35.01,5.68,30-03-2024,14:00,"based on information from:  a report on a website, an eyewitness report of the damage, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor, Farmland flooded https://www.facebook.com/chaouen.tvv/posts/pfbid02qYsqFeXkphbLvu9zjYrt3hUsR3cu6hRS7f3AKvE3FwbgJhuwciT5JoBq75rxBffol https://www.facebook.com/photo/?fbid=928261839306308&set=pcb.928262089306283 https://www.facebook.com/photo?fbid=928261949306297&set=pcb.928262089306283 Reference: witness photo report. Chaouen.tv (Facebook), 31 MAR 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",0,#map_div
heavy rain,Tanger-Tétouan,Tangero,Morocco,34.95,5.43,30-03-2024,14:00,"based on information from:  a report on a website, an eyewitness report of the damage, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor https://www.facebook.com/permalink.php?story_fbid=pfbid0144bCxUdAbFHp1HdSe68WribnzhhUXGtfT7bp4zYeHgx2PKgVFRU9An9aBXpPXbDl&id=100044398000641 Reference: witness photo report. Facebook, 31 MAR 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",0,#map_div
severe wind,Meknès-Tafilalet,Midelt,Morocco,32.68,4.74,30-03-2024,13:30,"based on information from:  a report on a website, a report by a weather service wind speed: 32.9 m/s Weather station recorded a peak wind gust of 32.9 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60195&lang=en&decoded=yes&ndays=2&ano=2024&mes=04&day=01&hora=05 Reference: Ogimet.com, date of access: 05 APR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Chaouia-Ouardigha,Nouaseur,Morocco,33.37,7.57,30-03-2024,13:30,"based on information from:  a report on a website, a report by a weather service wind speed: 25.2 m/s Weather station recorded a peak wind gust of 25.2 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60156&lang=en&decoded=yes&ndays=2&ano=2024&mes=03&day=31&hora=05 Reference: Ogimet.com, date of access: 05 APR 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Tanger-Tétouan,Tetouan,Morocco,35.57,5.37,30-03-2024,12:00,"based on information from:  a report on a website, an eyewitness report of the damage, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor, Farmland flooded https://www.facebook.com/permalink.php?story_fbid=pfbid0tabbexoJ131TirWv3XKcju5VYdV6vi2j41WXbU7KZSXYZCZ6CTA2akHFMDJgUvMfl&id=100044398000641 https://www.facebook.com/watch/?v=931710138596466 Reference: witness photo report. Facebook, 31 MAR 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",0,#map_div
heavy rain,Gharb-Chrarda-Beni Hssen,Ouazzane,Morocco,34.80,5.60,30-03-2024,12:00,"based on information from:  a report on a website, an eyewitness report of the damage, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Farmland flooded https://www.facebook.com/permalink.php?story_fbid=pfbid0v7GxVXeHqZn789Qzk9M4WkNPNqdbLApPZcjxYHpikPUiaTQpeqNvL91mccoybsrzl&id=100044398000641 Reference: witness photo report. Facebook, 31 MAR 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",0,#map_div
large hail,Taza-Al Hoceima-Taounate,Ketama,Morocco,34.91,4.56,24-03-2024,16:00,"based on information from:  an eye-witness report, photo or video of the event, a report on a website maximum hail diameter: 2 cm Large hail up to at least 2 cm i.d. (roughly estimated) was reported. Time was based on SAT data. https://www.facebook.com/weather.morocco/posts/pfbid028jCT8h7wDLidnbqkA2iuTkk9qXfjNS7enDa45zGRU1aHKy4cvHZ1Zp6s3v9XoUAkl Reference: Eyewitness report via طقس المغرب ⴰⵏⵣⵡⵉ ⵏ ⵍⵎⵖⵔⵉⴱ (on Facebook), 24 MAR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Taza-Al Hoceima-Taounate,Taounate,Morocco,34.55,4.65,24-03-2024,15:20,"based on information from:  an eye-witness report, photo or video of the event, a report on a website maximum hail diameter: 3 cm Large hail up to at least 3 cm i.d. (roughly estimated) was reported. Time was based on SAT data. https://www.facebook.com/weather.morocco/posts/pfbid0X4DHu9fdFZ6J2CkN29DnPjEpF3gwb2RorYhSxNHBYqiyr6JSgiFXivu4zXyrcVFul Reference: Eyewitness report via طقس المغرب ⴰⵏⵣⵡⵉ ⵏ ⵍⵎⵖⵔⵉⴱ (on Facebook), 24 MAR 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Doukkala-Abda,Safi,Morocco,32.30,9.23,24-03-2024,11:00,"based on information from:  a report on a website, an eyewitness report of the damage, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Basement(s) flooded, Car(s) damaged (unspecified) Local flooding was reported after the passage of a thunderstorm. Time was based on SAT data. https://www.facebook.com/permalink.php?story_fbid=pfbid0Kn3VTcJkGzBMWfxk2CnoLDPgAwANDCiY9a5iTjwdkNnNqRyiZaoM8SQ535SLxgE3l&id=100054983478291 https://www.facebook.com/sahmi.enahda/posts/pfbid036eX7fXEovyJv6jYwF4Zk8MPdarpgZzV1qsPizfCGBmvhRmJQJVf4nT4RdkqmA4Qjl Reference: Eyewitness report via أحوال الطقس 2 (on Facebook), 24 MAR 2024. حسين سهمي (on Facebook), 24 MAR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Oriental,Oujda,Morocco,34.68,1.91,24-03-2024,07:30,"based on information from:  a report on a website, a report by a weather service wind speed: 31.9 m/s Weather station recorded a peak wind gust of 31.9 m/s. https://www.ogimet.com/cgi-bin/gsynres?ind=60115&lang=en&decoded=yes&ndays=2&ano=2024&mes=03&day=25&hora=05 Reference: Ogimet.com, date of access: 27 MAR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Marrakech-Tensift-Al Haouz,Essaouira,Morocco,31.51,9.76,23-03-2024,17:40,"based on information from:  an eye-witness report, photo or video of the event, a report on a website maximum hail diameter: 2 cm Large hail up to at least 2 cm i.d. was reported. Time was based on SAT data. https://www.facebook.com/permalink.php?story_fbid=pfbid0HGo2L4WVYQNd6o8CQE8u6aXEVj9scno2qU2VvsrpEt9ewC5iSnuhygJ7FbYW69iQl&id=100063553612035 https://www.facebook.com/permalink.php?story_fbid=pfbid0272gzQKrMnJk2HjYN6LswiW9dGeokb23fSYqeX9NDdYTKzUaS7X4PxpNweWH8ukjHl&id=100044398000641 Reference: Eyewitness report via Severe Weather Morocco (on Facebook), 23 MAR 2024. Eyewitness report via طقس شمال غرب افريقيا تونس الجزائر المغرب ليبيا موريتانيا (on Facebook), 23 MAR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Fès-Boulemane,Fès,Morocco,33.93,4.98,09-03-2024,13:30,"based on information from:  a report on a website, a report by a weather service wind speed: 25.2 m/s Weather station recorded a peak wind gust of 25.2 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60141&lang=en&decoded=yes&ndays=2&ano=2024&mes=03&day=10&hora=03 Reference: Ogimet.com, date of access: 14 MAR 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Meknès-Tafilalet,Midelt,Morocco,32.68,4.74,09-03-2024,13:30,"based on information from:  a report on a website, a report by a weather service wind speed: 25.2 m/s Weather station recorded a peak wind gust of 25.2 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60195&lang=en&decoded=yes&ndays=2&ano=2024&mes=03&day=10&hora=03 Reference: Ogimet.com, date of access: 14 MAR 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
severe wind,Tanger-Tétouan,Tetouan,Morocco,35.59,5.32,09-03-2024,04:30,"based on information from:  a report on a website, a report by a weather service wind speed: 28.3 m/s Weather station recorded a peak wind gust of 28.3 m/s (+/- 0,5 m/s) https://www.ogimet.com/cgi-bin/gsynres?ind=60318&lang=en&decoded=yes&ndays=2&ano=2024&mes=03&day=10&hora=03 Reference: Ogimet.com, date of access: 14 MAR 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Tinghir,Tinghir,Morocco,31.43,5.62,23-08-2024,19:35,"based on information from:  photo or video of the event, an eye-witness report, a report on a website thickness of hail cover: 4 cm Hail accumulation up to at least 4 cm in thickness (likely larger) was reported. The time was based on radar data. https://www.facebook.com/sahmi.enahda/videos/2893132510835100/ https://www.facebook.com/photo/?fbid=2557209701129695&set=pcb.2557200584463940 Reference: Eyewitness report via أحوال الطقس 2 (on Facebook), 23 AUG 2024.    Eyewitness report via حسين سهمي (on Facebook), 23 AUG 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Kalaat M'Gouna,Kalaat M'Gouna,Morocco,31.24,6.13,23-08-2024,19:30,"based on information from:  photo or video of the event, an eye-witness report, a report on a website, photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage maximum hail diameter: 2 cm Impacts: Tree(s) damaged Large hail up to 2 cm i.d. was reported. Significant damage to olive trees occurred. The time was based on SAT data. https://al3omk.com/959674.html Reference: ""أمطار قوية مصحوبة بالتبروري تخلف خسائر كبيرة بقلعة مكونة إقرأ المزيد , al3omk, 24 AUG 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Meknès-Tafilalet,Imilchil,Morocco,32.15,5.62,23-08-2024,17:40,"based on information from:  a report on a website, photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage Impacts: Road(s) impassable or closed Local flooding was reported after the passage of a thunderstorm with small hail. The time was based on SAT data. https://www.facebook.com/permalink.php?story_fbid=pfbid03Qsk1rDngSkG88SRsNrHhrwXwKmiMqGKkkBqAHGCNCyVSjKAF1m6esx7CnnrunyXl&id=100063553612035 Reference: Eyewitness report via Severe Weather Morocco (on Facebook), 24 AUG 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Tinghir,Tinghir,Morocco,31.53,5.53,23-08-2024,17:40,"based on information from:  a report on a website, photograph(s) and/or video footage of the inflicted damage, an eyewitness report of the damage Impacts: Road(s) impassable or closed, Basement(s) flooded Major flash flood was reported after the passage of a thunderstorm. The time was based on SAT data. https://www.facebook.com/madeintinghir/videos/2779293705600188/ Reference: Eyewitness report via Made in Tinghir (on Facebook), 24 AUG 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Agouim,Agouim,Morocco,31.16,7.46,23-08-2024,17:35,"based on information from:  photo or video of the event, an eye-witness report, a report on a website maximum hail diameter: 2 cm Large hail up to at least 2 cm i.d. (roughly estimated) was reported. The time was based on radar data. https://www.facebook.com/photo/?fbid=1068928744949898&set=a.573587707817340 Reference: Eyewitness report via أحوال الطقس 2 (on Facebook), 23 AUG 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Tafoughalt,Tafoughalt,Morocco,31.16,7.54,23-08-2024,17:20,"based on information from:  photo or video of the event, an eye-witness report, a report on a website maximum hail diameter: 2 cm Large hail up to at least 2 cm i.d. was reported. The time was based on radar data. https://www.facebook.com/weather.morocco/videos/2492663274277992/ Reference: Eyewitness report via طقس المغرب ⴰⵏⵣⵡⵉ ⵏ ⵍⵎⵖⵔⵉⴱ (on Facebook), 23 AUG 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Tadla-Azilal,Aghbala,Morocco,32.48,5.63,23-08-2024,15:00,"based on information from:  a report on a website, an eyewitness report of the damage Impacts: Crops/farmland damaged Large hail caused significant damage to crops. The time was based on SAT data. https://snrtnews.com/article/102058 Reference: snrtnews.com, 26 AUG 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Tata,Tata,Morocco,29.75,7.98,20-09-2024,21:00,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed, Building(s) (almost) fully destroyed, Basement(s) flooded, Flooding of ground floor, Car(s) damaged beyond repair, Tree(s) uprooted or snapped, Land- or mudslide(s) Number of people dead: 14 . Significant flash flood was reported after the passage of a long-lasting thunderstorm. Buildings, roads were damaged. A bus was swept away by the floodwaters. At least 14 people died with 3 other missing (likely dead). The time was based on SAT data. https://www.facebook.com/mohammedalitunisia/posts/pfbid0wKvXrYKrfViLPUU5NxWmjtjMepMz5JRkJnYSyX144HkGzdqZEhyUXYbzCNDruALPl https://www.facebook.com/mohammedalitunisia/posts/pfbid026DPv8NKCQbQdV2PFMEJ4VNty67adVnn538skXm3XGcDPZQ7WibwK4LSMmkqo4AW9l https://www.facebook.com/permalink.php?story_fbid=pfbid02sSWgqn1mEjbTTppY1xg2d3bMYBkPQrKypgFwmCUtPf4LcWSvkNiuZA12usf1F7n5l&id=100044398000641 https://www.facebook.com/akhbardades/videos/497350799732470/ https://www.facebook.com/akhbardades/posts/pfbid0onY7ircUYMRAsSy1s28AGxfWC2v76SychzfiiWsjH5fagC4o2UKNmGvuDVx8iF4jl https://www.youtube.com/watch?v=Hz-EalWJZeI https://www.alhurra.com/morocco/2024/09/23/%D9%84%D8%AD%D8%B8%D8%A7%D8%AA-%D8%B7%D8%A7%D8%B7%D8%A7-%D8%A7%D9%84%D8%B9%D8%B5%D9%8A%D8%A8%D8%A9-%D8%B3%D9%8A%D9%88%D9%84-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D8%AA%D8%B9%D8%B2%D9%84-%D8%B3%D9%83%D8%A7%D9%86-%D9%82%D8%B1%D9%89-%D8%A8%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8 https://anbaetv.ma/1112809 https://sabahagadir.ma/319446.html Reference: Eyewitnesses reports via التطرف المناخي Climate Extremes (on Facebook), 20-21 SEP 2024.  Eyewitnesses reports via طقس شمال غرب افريقيا تونس الجزائر المغرب ليبيا موريتانيا (on Facebook), 21 SEP 2024.  Eyewitness report via Dades News (on Facebook), 21 SEP 2024.  Eyewitness report via أخبار دادس (on Facebook), 21 SEP 2024.  ""2/2 اليوم مشيت لمدينة طاطا فيضانات ووفيات ومفقودين ومنكوبين "", Eyewitness report (on Youtube), 22 SEP 2024.  ""ليلة مرعبة في طاطا المغربية بسبب السيول والسلطات تحذر"", Al Jazeera, 23 SEP 2024.  ""حصيلة وفيات ""حافلة طاطا"" .. ترتفع إلى 11 وفاة"", anbaetv.ma, 25 SEP 2024.  ""حصيلة ضحايا انجراف حافلة طاطا ترتفع إلى 14 قتيلا و 3 لازالوا مفقودين"", sabahagadir.ma, 29 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",14,#map_div
heavy rain,Talamzit,Talamzit,Morocco,30.68,6.37,20-09-2024,20:30,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Road(s) damaged or destroyed Local flooding was reported after the passage of a thunderstorm. The time was based on SAT data. https://www.facebook.com/akhbardades/posts/pfbid02134syo9sYrXUMhgPSbdH6XgepJEy6y1soaPh1jmmNdHhgKy79fvCGBf7273Ba5fbl Reference: Eyewitness report via أخبار دادس (on Facebook), 20 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Ait Sedrate,Ait Sedrate,Morocco,31.19,6.19,20-09-2024,19:45,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed Local flooding was reported after the passage of a thunderstorm. The time was based on SAT data. https://www.facebook.com/akhbardades/posts/pfbid0LAyGtjRa1BSWMZtPsSPopxZ5VcqiU7rXoYsK5v5TRZH8ZcxhxNgiTTeq62tHZuk5l Reference: Eyewitness report via أخبار دادس (on Facebook), 20 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Ibn Yacoub,Ibn Yacoub,Morocco,30.04,7.94,20-09-2024,18:30,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Road(s) impassable or closed, Basement(s) flooded, Flooding of ground floor Local flash flood was reported after the passage of a long-lasting thunderstorm. The time was based on SAT data. https://x.com/Arab_Storms/status/1837236870964793498 Reference: Eyewitness report via طقس_العالم (on X), 20 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
damaging lightning,Tanger-Tétouan,Tamorot,Morocco,34.95,4.78,17-09-2024,15:40,"based on information from:  a newspaper report Number of people dead: 1 . 17-yr-old teenage boy killed by lightning while being under a tree (farming reasons) https://www.yabiladi.com/articles/details/154206/chefchaouen-deces-d-un-adolescent-mortellement.html Reference: ""Chefchaouen : Décès d’un adolescent mortellement frappé par la foudre"", YABILADI.com, 18 SEP 2024 report status: report confirmed by reliable source (QC1) contact: Thilo Kühne (ESWD management/ESSL Team)",1,#map_div
large hail,Boutferda,Boutferda,Morocco,32.36,5.83,16-09-2024,18:00,"based on information from:  an eyewitness report of the damage, a report on a website, photograph(s) and/or video footage of the inflicted damage Impacts: Tree(s) damaged Considerable damage to apples occurred after the passage of a hailstorm. The time was based on SAT data and Blitzortung lightning detection system. https://www.hespress.com/%D8%A7%D9%84%D8%A8%D8%B1%D9%8E%D8%AF-%D9%8A%D9%81%D8%AA%D9%83-%D8%A8%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%AD-%D9%81%D9%8A-%D8%AC%D9%85%D8%A7%D8%B9%D8%A9-%D8%A8%D9%88%D8%AA%D9%81%D8%B1%D8%AF%D8%A9-1436588.html Reference: ""البرَد يفتك بالتفاح في جماعة بوتفردة"", hespress.com, 25 SEP 2024. report status: report confirmed by reliable source (QC1) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Meknès-Tafilalet,Azrou,Morocco,33.31,5.42,16-09-2024,15:15,"based on information from:  a report on a website, an eye-witness report, photo or video of the event maximum hail diameter: 4 cm Large hail up to at least 4 cm i.d. was reported.  The time was based on SAT data and Blitzortung lightning detection system. https://www.facebook.com/permalink.php?story_fbid=pfbid02LjQLwXUy6j8vJwxRQQir4AbstBDfdrJgcw1dXnXF3zbEeS5dFDZTUKpNVAcuRUiMl&id=100044398000641 Reference: Eyewitness report via طقس شمال غرب افريقيا تونس الجزائر المغرب ليبيا موريتانيا (on Facebook), 17 SEP 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Meknès-Tafilalet,Sidi Addi,Morocco,33.38,5.44,16-09-2024,15:10,"based on information from:  a report on a website, an eye-witness report, photo or video of the event maximum hail diameter: 5 cm Large hail up to at least 5 cm i.d. (roughly estimated) was reported.  The time was based on SAT data and Blitzortung lightning detection system. https://www.facebook.com/mohammedalitunisia/videos/1484257418901844/ Reference: Eyewitness report via التطرف المناخي Climate Extremes (on Facebook), 16 SEP 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
large hail,Tadla-Azilal,Boutas,Morocco,32.52,5.54,16-09-2024,13:15,"based on information from:  an eyewitness report of the damage, a report on a website, an eye-witness report, photo or video of the event maximum hail diameter: 3.5 cm Impacts: Tree(s) damaged Large hail up to at least 3-4 cm i.d. was reported.  The time was based on SAT data. https://www.facebook.com/weather.morocco/posts/pfbid0FkDWBKV23omR8C1nrFZUC7xDfSXPysUfaVv5UXnu9ivYLpZYAz3LsVWR1d6TAb2ql Reference: طقس المغرب ⴰⵏⵣⵡⵉ ⵏ ⵍⵎⵖⵔⵉⴱ (on Facebook), 16 SEP 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",0,#map_div
heavy rain,Tinghir,Tinghir,Morocco,31.53,5.53,08-09-2024,17:45,"based on information from:  a report on a website Number of people dead: 2 . Two people died in the flash floods in this area. The time was based on SAT data. https://almashhad.com/article/773112298002792-News/914430086387278-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B3%D8%A8%D9%88%D9%82%D8%A9-%D8%B9%D8%AF%D8%AF-%D8%B6%D8%AD%D8%A7%D9%8A%D8%A7-%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%A5%D9%82%D9%84%D9%8A%D9%85-%D8%B7%D8%A7%D8%B7%D8%A7/ Reference: ""أمطار غير مسبوقة.. عدد ضحايا فيضانات إقليم طاطا"", 10 SEP 2024. report status: plausibility check passed (QC0+) contact: Igor Laskowski (ESWD management)",2,#map_div
